group,boro,outcome,count,day
45-64,BK,HOSPITALIZED_RATE,797.87,2020-06-24
45-64,BK,DEATH_RATE,202.73,2020-06-24
45-64,BX,CASE_COUNT,17592,2020-06-24
45-64,BX,HOSPITALIZED_COUNT,4220,2020-06-24
45-64,BX,DEATH_COUNT,907,2020-06-24
45-64,BX,CASE_RATE,5170.74,2020-06-24
45-64,BX,HOSPITALIZED_RATE,1240.37,2020-06-24
45-64,BX,DEATH_RATE,266.59,2020-06-24
45-64,MN,CASE_COUNT,8721,2020-06-24
45-64,MN,HOSPITALIZED_COUNT,2424,2020-06-24
45-64,MN,DEATH_COUNT,363,2020-06-24
45-64,MN,CASE_RATE,2271.98,2020-06-24
45-64,MN,HOSPITALIZED_RATE,631.5,2020-06-24
45-64,MN,DEATH_RATE,94.57,2020-06-24
45-64,QN,CASE_COUNT,24425,2020-06-24
45-64,QN,HOSPITALIZED_COUNT,6073,2020-06-24
45-64,QN,DEATH_COUNT,1310,2020-06-24
45-64,QN,CASE_RATE,4006.48,2020-06-24
45-64,QN,HOSPITALIZED_RATE,996.16,2020-06-24
45-64,QN,DEATH_RATE,214.88,2020-06-24
45-64,SI,CASE_COUNT,5293,2020-06-24
45-64,SI,HOSPITALIZED_COUNT,826,2020-06-24
45-64,SI,DEATH_COUNT,177,2020-06-24
45-64,SI,CASE_RATE,4028.37,2020-06-24
45-64,SI,HOSPITALIZED_RATE,628.65,2020-06-24
45-64,SI,DEATH_RATE,134.71,2020-06-24
65-74,BK,CASE_COUNT,8034,2020-06-24
65-74,BK,HOSPITALIZED_COUNT,3548,2020-06-24
65-74,BK,DEATH_COUNT,1372,2020-06-24
65-74,BK,CASE_RATE,3930.74,2020-06-24
65-74,BK,HOSPITALIZED_RATE,1735.91,2020-06-24
65-74,BK,DEATH_RATE,671.27,2020-06-24
65-74,BX,CASE_COUNT,5399,2020-06-24
65-74,BX,HOSPITALIZED_COUNT,2637,2020-06-24
65-74,BX,DEATH_COUNT,963,2020-06-24
65-74,BX,CASE_RATE,5292.41,2020-06-24
65-74,BX,HOSPITALIZED_RATE,2584.94,2020-06-24
65-74,BX,DEATH_RATE,943.99,2020-06-24
65-74,MN,CASE_COUNT,3575,2020-06-24
65-74,MN,HOSPITALIZED_COUNT,1790,2020-06-24
65-74,MN,DEATH_COUNT,553,2020-06-24
65-74,MN,CASE_RATE,2442.92,2020-06-24
65-74,MN,HOSPITALIZED_RATE,1223.17,2020-06-24
65-74,MN,DEATH_RATE,377.88,2020-06-24
65-74,QN,CASE_COUNT,7467,2020-06-24
65-74,QN,HOSPITALIZED_COUNT,3556,2020-06-24
65-74,QN,DEATH_COUNT,1323,2020-06-24
65-74,QN,CASE_RATE,3715.13,2020-06-24
65-74,QN,HOSPITALIZED_RATE,1769.25,2020-06-24
65-74,QN,DEATH_RATE,658.24,2020-06-24
65-74,SI,CASE_COUNT,1392,2020-06-24
65-74,SI,HOSPITALIZED_COUNT,500,2020-06-24
65-74,SI,DEATH_COUNT,197,2020-06-24
65-74,SI,CASE_RATE,3067.09,2020-06-24
65-74,SI,HOSPITALIZED_RATE,1101.69,2020-06-24
65-74,SI,DEATH_RATE,434.06,2020-06-24
75+,BK,CASE_COUNT,7263,2020-06-24
75+,BK,HOSPITALIZED_COUNT,4319,2020-06-24
75+,BK,DEATH_COUNT,2564,2020-06-24
75+,BK,CASE_RATE,4690.13,2020-06-24
75+,BK,HOSPITALIZED_RATE,2789.02,2020-06-24
75+,BK,DEATH_RATE,1655.72,2020-06-24
75+,BX,CASE_COUNT,4878,2020-06-24
75+,BX,HOSPITALIZED_COUNT,2993,2020-06-24
75+,BX,DEATH_COUNT,1687,2020-06-24
75+,BX,CASE_RATE,5995.5,2020-06-24
75+,BX,HOSPITALIZED_RATE,3678.67,2020-06-24
75+,BX,DEATH_RATE,2073.48,2020-06-24
75+,MN,CASE_COUNT,4257,2020-06-24
75+,MN,HOSPITALIZED_COUNT,2659,2020-06-24
75+,MN,DEATH_COUNT,1431,2020-06-24
75+,MN,CASE_RATE,3473.37,2020-06-24
75+,MN,HOSPITALIZED_RATE,2169.53,2020-06-24
75+,MN,DEATH_RATE,1167.58,2020-06-24
75+,QN,CASE_COUNT,6927,2020-06-24
75+,QN,HOSPITALIZED_COUNT,4400,2020-06-24
75+,QN,DEATH_COUNT,2473,2020-06-24
75+,QN,CASE_RATE,4425.41,2020-06-24
75+,QN,HOSPITALIZED_RATE,2811,2020-06-24
75+,QN,DEATH_RATE,1579.91,2020-06-24
75+,SI,CASE_COUNT,1271,2020-06-24
75+,SI,HOSPITALIZED_COUNT,646,2020-06-24
75+,SI,DEATH_COUNT,451,2020-06-24
75+,SI,CASE_RATE,4013.52,2020-06-24
75+,SI,HOSPITALIZED_RATE,2039.91,2020-06-24
75+,SI,DEATH_RATE,1424.15,2020-06-24
Boroughwide,BK,CASE_COUNT,58303,2020-06-24
Boroughwide,BK,HOSPITALIZED_COUNT,15106,2020-06-24
Boroughwide,BK,DEATH_COUNT,5337,2020-06-24
Boroughwide,BK,CASE_RATE,2257.33,2020-06-24
Boroughwide,BK,HOSPITALIZED_RATE,584.86,2020-06-24
Boroughwide,BK,DEATH_RATE,206.63,2020-06-24
Boroughwide,BX,CASE_COUNT,47274,2020-06-24
Boroughwide,BX,HOSPITALIZED_COUNT,12135,2020-06-24
Boroughwide,BX,DEATH_COUNT,3725,2020-06-24
Boroughwide,BX,CASE_RATE,3300.95,2020-06-24
Boroughwide,BX,HOSPITALIZED_RATE,847.34,2020-06-24
Boroughwide,BX,DEATH_RATE,260.1,2020-06-24
Boroughwide,MN,CASE_COUNT,26469,2020-06-24
Boroughwide,MN,HOSPITALIZED_COUNT,8037,2020-06-24
Boroughwide,MN,DEATH_COUNT,2407,2020-06-24
Boroughwide,MN,CASE_RATE,1625.16,2020-06-24
Boroughwide,MN,HOSPITALIZED_RATE,493.46,2020-06-24
Boroughwide,MN,DEATH_RATE,147.79,2020-06-24
Boroughwide,QN,CASE_COUNT,64179,2020-06-24
Boroughwide,QN,HOSPITALIZED_COUNT,16862,2020-06-24
Boroughwide,QN,DEATH_COUNT,5348,2020-06-24
Boroughwide,QN,CASE_RATE,2816.22,2020-06-24
Boroughwide,QN,HOSPITALIZED_RATE,739.92,2020-06-24
Boroughwide,QN,DEATH_RATE,234.67,2020-06-24
Boroughwide,SI,CASE_COUNT,13845,2020-06-24
Boroughwide,SI,HOSPITALIZED_COUNT,2335,2020-06-24
Boroughwide,SI,DEATH_COUNT,855,2020-06-24
Boroughwide,SI,CASE_RATE,2907.52,2020-06-24
Boroughwide,SI,HOSPITALIZED_RATE,490.36,2020-06-24
Boroughwide,SI,DEATH_RATE,179.55,2020-06-24
0-17,BK,CASE_COUNT,1800,2020-06-25
0-17,BK,HOSPITALIZED_COUNT,182,2020-06-25
0-17,BK,DEATH_COUNT,4,2020-06-25
0-17,BK,CASE_RATE,308.68,2020-06-25
0-17,BK,HOSPITALIZED_RATE,31.21,2020-06-25
0-17,BK,DEATH_RATE,0.69,2020-06-25
0-17,BX,CASE_COUNT,1683,2020-06-25
0-17,BX,HOSPITALIZED_COUNT,158,2020-06-25
0-17,BX,DEATH_COUNT,5,2020-06-25
0-17,BX,CASE_RATE,476.95,2020-06-25
0-17,BX,HOSPITALIZED_RATE,44.78,2020-06-25
0-17,BX,DEATH_RATE,1.42,2020-06-25
0-17,MN,CASE_COUNT,464,2020-06-25
0-17,MN,HOSPITALIZED_COUNT,64,2020-06-25
0-17,MN,DEATH_COUNT,1,2020-06-25
0-17,MN,CASE_RATE,199.55,2020-06-25
0-17,MN,HOSPITALIZED_RATE,27.52,2020-06-25
0-17,MN,DEATH_RATE,0.43,2020-06-25
0-17,QN,CASE_COUNT,1546,2020-06-25
0-17,QN,HOSPITALIZED_COUNT,114,2020-06-25
0-17,QN,DEATH_COUNT,2,2020-06-25
0-17,QN,CASE_RATE,339.79,2020-06-25
0-17,QN,HOSPITALIZED_RATE,25.06,2020-06-25
0-17,QN,DEATH_RATE,0.44,2020-06-25
0-17,SI,CASE_COUNT,416,2020-06-25
0-17,SI,HOSPITALIZED_COUNT,26,2020-06-25
0-17,SI,DEATH_COUNT,0,2020-06-25
0-17,SI,CASE_RATE,402.25,2020-06-25
0-17,SI,HOSPITALIZED_RATE,25.14,2020-06-25
0-17,SI,DEATH_RATE,0,2020-06-25
18-44,BK,CASE_COUNT,21006,2020-06-25
18-44,BK,HOSPITALIZED_COUNT,2352,2020-06-25
18-44,BK,DEATH_COUNT,201,2020-06-25
18-44,BK,CASE_RATE,2001.49,2020-06-25
18-44,BK,HOSPITALIZED_RATE,224.1,2020-06-25
18-44,BK,DEATH_RATE,19.15,2020-06-25
18-44,BX,CASE_COUNT,17593,2020-06-25
18-44,BX,HOSPITALIZED_COUNT,2128,2020-06-25
18-44,BX,DEATH_COUNT,163,2020-06-25
18-44,BX,CASE_RATE,3166.09,2020-06-25
18-44,BX,HOSPITALIZED_RATE,382.96,2020-06-25
18-44,BX,DEATH_RATE,29.33,2020-06-25
18-44,MN,CASE_COUNT,9394,2020-06-25
18-44,MN,HOSPITALIZED_COUNT,1101,2020-06-25
18-44,MN,DEATH_COUNT,59,2020-06-25
18-44,MN,CASE_RATE,1263.61,2020-06-25
18-44,MN,HOSPITALIZED_RATE,148.1,2020-06-25
18-44,MN,DEATH_RATE,7.94,2020-06-25
18-44,QN,CASE_COUNT,23767,2020-06-25
18-44,QN,HOSPITALIZED_COUNT,2723,2020-06-25
18-44,QN,DEATH_COUNT,239,2020-06-25
18-44,QN,CASE_RATE,2774.06,2020-06-25
18-44,QN,HOSPITALIZED_RATE,317.83,2020-06-25
18-44,QN,DEATH_RATE,27.9,2020-06-25
18-44,SI,CASE_COUNT,5474,2020-06-25
18-44,SI,HOSPITALIZED_COUNT,337,2020-06-25
18-44,SI,DEATH_COUNT,30,2020-06-25
18-44,SI,CASE_RATE,3331.43,2020-06-25
18-44,SI,HOSPITALIZED_RATE,205.1,2020-06-25
18-44,SI,DEATH_RATE,18.26,2020-06-25
45-64,BK,CASE_COUNT,20151,2020-06-25
45-64,BK,HOSPITALIZED_COUNT,4717,2020-06-25
45-64,BK,DEATH_COUNT,1198,2020-06-25
45-64,BK,CASE_RATE,3409.96,2020-06-25
45-64,BK,HOSPITALIZED_RATE,798.21,2020-06-25
45-64,BK,DEATH_RATE,202.73,2020-06-25
45-64,BX,CASE_COUNT,17616,2020-06-25
45-64,BX,HOSPITALIZED_COUNT,4221,2020-06-25
45-64,BX,DEATH_COUNT,909,2020-06-25
45-64,BX,CASE_RATE,5177.8,2020-06-25
45-64,BX,HOSPITALIZED_RATE,1240.66,2020-06-25
45-64,BX,DEATH_RATE,267.18,2020-06-25
45-64,MN,CASE_COUNT,8741,2020-06-25
45-64,MN,HOSPITALIZED_COUNT,2425,2020-06-25
45-64,MN,DEATH_COUNT,364,2020-06-25
45-64,MN,CASE_RATE,2277.19,2020-06-25
45-64,MN,HOSPITALIZED_RATE,631.76,2020-06-25
45-64,MN,DEATH_RATE,94.83,2020-06-25
45-64,QN,CASE_COUNT,24460,2020-06-25
45-64,QN,HOSPITALIZED_COUNT,6078,2020-06-25
45-64,QN,DEATH_COUNT,1316,2020-06-25
45-64,QN,CASE_RATE,4012.22,2020-06-25
45-64,QN,HOSPITALIZED_RATE,996.99,2020-06-25
45-64,QN,DEATH_RATE,215.87,2020-06-25
45-64,SI,CASE_COUNT,5297,2020-06-25
45-64,SI,HOSPITALIZED_COUNT,829,2020-06-25
45-64,SI,DEATH_COUNT,178,2020-06-25
45-64,SI,CASE_RATE,4031.42,2020-06-25
45-64,SI,HOSPITALIZED_RATE,630.93,2020-06-25
45-64,SI,DEATH_RATE,135.47,2020-06-25
65-74,BK,CASE_COUNT,8044,2020-06-25
65-74,BK,HOSPITALIZED_COUNT,3553,2020-06-25
65-74,BK,DEATH_COUNT,1374,2020-06-25
65-74,BK,CASE_RATE,3935.63,2020-06-25
65-74,BK,HOSPITALIZED_RATE,1738.35,2020-06-25
65-74,BK,DEATH_RATE,672.25,2020-06-25
65-74,BX,CASE_COUNT,5405,2020-06-25
65-74,BX,HOSPITALIZED_COUNT,2639,2020-06-25
65-74,BX,DEATH_COUNT,965,2020-06-25
65-74,BX,CASE_RATE,5298.29,2020-06-25
65-74,BX,HOSPITALIZED_RATE,2586.9,2020-06-25
65-74,BX,DEATH_RATE,945.95,2020-06-25
65-74,MN,CASE_COUNT,3585,2020-06-25
65-74,MN,HOSPITALIZED_COUNT,1791,2020-06-25
65-74,MN,DEATH_COUNT,554,2020-06-25
65-74,MN,CASE_RATE,2449.76,2020-06-25
65-74,MN,HOSPITALIZED_RATE,1223.85,2020-06-25
65-74,MN,DEATH_RATE,378.57,2020-06-25
65-74,QN,CASE_COUNT,7477,2020-06-25
65-74,QN,HOSPITALIZED_COUNT,3559,2020-06-25
65-74,QN,DEATH_COUNT,1323,2020-06-25
65-74,QN,CASE_RATE,3720.1,2020-06-25
65-74,QN,HOSPITALIZED_RATE,1770.74,2020-06-25
65-74,QN,DEATH_RATE,658.24,2020-06-25
65-74,SI,CASE_COUNT,1393,2020-06-25
65-74,SI,HOSPITALIZED_COUNT,500,2020-06-25
65-74,SI,DEATH_COUNT,197,2020-06-25
65-74,SI,CASE_RATE,3069.3,2020-06-25
65-74,SI,HOSPITALIZED_RATE,1101.69,2020-06-25
65-74,SI,DEATH_RATE,434.06,2020-06-25
75+,BK,CASE_COUNT,7272,2020-06-25
75+,BK,HOSPITALIZED_COUNT,4327,2020-06-25
75+,BK,DEATH_COUNT,2567,2020-06-25
75+,BK,CASE_RATE,4695.95,2020-06-25
75+,BK,HOSPITALIZED_RATE,2794.19,2020-06-25
75+,BK,DEATH_RATE,1657.66,2020-06-25
75+,BX,CASE_COUNT,4884,2020-06-25
75+,BX,HOSPITALIZED_COUNT,2996,2020-06-25
75+,BX,DEATH_COUNT,1690,2020-06-25
75+,BX,CASE_RATE,6002.88,2020-06-25
75+,BX,HOSPITALIZED_RATE,3682.35,2020-06-25
75+,BX,DEATH_RATE,2077.16,2020-06-25
75+,MN,CASE_COUNT,4261,2020-06-25
75+,MN,HOSPITALIZED_COUNT,2663,2020-06-25
75+,MN,DEATH_COUNT,1435,2020-06-25
75+,MN,CASE_RATE,3476.64,2020-06-25
75+,MN,HOSPITALIZED_RATE,2172.8,2020-06-25
75+,MN,DEATH_RATE,1170.85,2020-06-25
75+,QN,CASE_COUNT,6939,2020-06-25
75+,QN,HOSPITALIZED_COUNT,4403,2020-06-25
75+,QN,DEATH_COUNT,2475,2020-06-25
75+,QN,CASE_RATE,4433.07,2020-06-25
75+,QN,HOSPITALIZED_RATE,2812.92,2020-06-25
75+,QN,DEATH_RATE,1581.19,2020-06-25
75+,SI,CASE_COUNT,1273,2020-06-25
75+,SI,HOSPITALIZED_COUNT,647,2020-06-25
75+,SI,DEATH_COUNT,452,2020-06-25
75+,SI,CASE_RATE,4019.83,2020-06-25
75+,SI,HOSPITALIZED_RATE,2043.07,2020-06-25
75+,SI,DEATH_RATE,1427.31,2020-06-25
Boroughwide,BK,CASE_COUNT,58389,2020-06-25
Boroughwide,BK,HOSPITALIZED_COUNT,15131,2020-06-25
Boroughwide,BK,DEATH_COUNT,5344,2020-06-25
Boroughwide,BK,CASE_RATE,2260.66,2020-06-25
Boroughwide,BK,HOSPITALIZED_RATE,585.83,2020-06-25
Boroughwide,BK,DEATH_RATE,206.9,2020-06-25
Boroughwide,BX,CASE_COUNT,47342,2020-06-25
Boroughwide,BX,HOSPITALIZED_COUNT,12142,2020-06-25
Boroughwide,BX,DEATH_COUNT,3732,2020-06-25
Boroughwide,BX,CASE_RATE,3305.7,2020-06-25
Boroughwide,BX,HOSPITALIZED_RATE,847.83,2020-06-25
Boroughwide,BX,DEATH_RATE,260.59,2020-06-25
Boroughwide,MN,CASE_COUNT,26533,2020-06-25
Boroughwide,MN,HOSPITALIZED_COUNT,8045,2020-06-25
Boroughwide,MN,DEATH_COUNT,2413,2020-06-25
Boroughwide,MN,CASE_RATE,1629.09,2020-06-25
Boroughwide,MN,HOSPITALIZED_RATE,493.95,2020-06-25
Boroughwide,MN,DEATH_RATE,148.15,2020-06-25
Boroughwide,QN,CASE_COUNT,64281,2020-06-25
Boroughwide,QN,HOSPITALIZED_COUNT,16878,2020-06-25
Boroughwide,QN,DEATH_COUNT,5356,2020-06-25
Boroughwide,QN,CASE_RATE,2820.7,2020-06-25
Boroughwide,QN,HOSPITALIZED_RATE,740.62,2020-06-25
Boroughwide,QN,DEATH_RATE,235.03,2020-06-25
Boroughwide,SI,CASE_COUNT,13861,2020-06-25
Boroughwide,SI,HOSPITALIZED_COUNT,2339,2020-06-25
Boroughwide,SI,DEATH_COUNT,857,2020-06-25
Boroughwide,SI,CASE_RATE,2910.88,2020-06-25
Boroughwide,SI,HOSPITALIZED_RATE,491.2,2020-06-25
Boroughwide,SI,DEATH_RATE,179.97,2020-06-25
0-17,BK,CASE_COUNT,1804,2020-06-26
0-17,BK,HOSPITALIZED_COUNT,182,2020-06-26
0-17,BK,DEATH_COUNT,4,2020-06-26
0-17,BK,CASE_RATE,309.37,2020-06-26
0-17,BK,HOSPITALIZED_RATE,31.21,2020-06-26
0-17,BK,DEATH_RATE,0.69,2020-06-26
0-17,BX,CASE_COUNT,1686,2020-06-26
0-17,BX,HOSPITALIZED_COUNT,159,2020-06-26
0-17,BX,DEATH_COUNT,5,2020-06-26
0-17,BX,CASE_RATE,477.8,2020-06-26
0-17,BX,HOSPITALIZED_RATE,45.06,2020-06-26
0-17,BX,DEATH_RATE,1.42,2020-06-26
0-17,MN,CASE_COUNT,464,2020-06-26
0-17,MN,HOSPITALIZED_COUNT,64,2020-06-26
0-17,MN,DEATH_COUNT,1,2020-06-26
0-17,MN,CASE_RATE,199.55,2020-06-26
0-17,MN,HOSPITALIZED_RATE,27.52,2020-06-26
0-17,MN,DEATH_RATE,0.43,2020-06-26
0-17,QN,CASE_COUNT,1553,2020-06-26
0-17,QN,HOSPITALIZED_COUNT,114,2020-06-26
0-17,QN,DEATH_COUNT,2,2020-06-26
0-17,QN,CASE_RATE,341.32,2020-06-26
0-17,QN,HOSPITALIZED_RATE,25.06,2020-06-26
0-17,QN,DEATH_RATE,0.44,2020-06-26
0-17,SI,CASE_COUNT,417,2020-06-26
0-17,SI,HOSPITALIZED_COUNT,26,2020-06-26
0-17,SI,DEATH_COUNT,0,2020-06-26
0-17,SI,CASE_RATE,403.21,2020-06-26
0-17,SI,HOSPITALIZED_RATE,25.14,2020-06-26
0-17,SI,DEATH_RATE,0,2020-06-26
18-44,BK,CASE_COUNT,21054,2020-06-26
18-44,BK,HOSPITALIZED_COUNT,2352,2020-06-26
18-44,BK,DEATH_COUNT,201,2020-06-26
18-44,BK,CASE_RATE,2006.06,2020-06-26
18-44,BK,HOSPITALIZED_RATE,224.1,2020-06-26
18-44,BK,DEATH_RATE,19.15,2020-06-26
18-44,BX,CASE_COUNT,17628,2020-06-26
18-44,BX,HOSPITALIZED_COUNT,2131,2020-06-26
18-44,BX,DEATH_COUNT,163,2020-06-26
18-44,BX,CASE_RATE,3172.39,2020-06-26
18-44,BX,HOSPITALIZED_RATE,383.5,2020-06-26
18-44,BX,DEATH_RATE,29.33,2020-06-26
18-44,MN,CASE_COUNT,9427,2020-06-26
18-44,MN,HOSPITALIZED_COUNT,1103,2020-06-26
18-44,MN,DEATH_COUNT,61,2020-06-26
18-44,MN,CASE_RATE,1268.05,2020-06-26
18-44,MN,HOSPITALIZED_RATE,148.37,2020-06-26
18-44,MN,DEATH_RATE,8.21,2020-06-26
18-44,QN,CASE_COUNT,23825,2020-06-26
18-44,QN,HOSPITALIZED_COUNT,2725,2020-06-26
18-44,QN,DEATH_COUNT,239,2020-06-26
18-44,QN,CASE_RATE,2780.83,2020-06-26
18-44,QN,HOSPITALIZED_RATE,318.06,2020-06-26
18-44,QN,DEATH_RATE,27.9,2020-06-26
18-44,SI,CASE_COUNT,5492,2020-06-26
18-44,SI,HOSPITALIZED_COUNT,337,2020-06-26
18-44,SI,DEATH_COUNT,30,2020-06-26
18-44,SI,CASE_RATE,3342.38,2020-06-26
18-44,SI,HOSPITALIZED_RATE,205.1,2020-06-26
18-44,SI,DEATH_RATE,18.26,2020-06-26
45-64,BK,CASE_COUNT,20172,2020-06-26
45-64,BK,HOSPITALIZED_COUNT,4718,2020-06-26
45-64,BK,DEATH_COUNT,1201,2020-06-26
45-64,BK,CASE_RATE,3413.52,2020-06-26
45-64,BK,HOSPITALIZED_RATE,798.38,2020-06-26
45-64,BK,DEATH_RATE,203.23,2020-06-26
45-64,BX,CASE_COUNT,17633,2020-06-26
45-64,BX,HOSPITALIZED_COUNT,4221,2020-06-26
45-64,BX,DEATH_COUNT,909,2020-06-26
45-64,BX,CASE_RATE,5182.79,2020-06-26
45-64,BX,HOSPITALIZED_RATE,1240.66,2020-06-26
45-64,BX,DEATH_RATE,267.18,2020-06-26
45-64,MN,CASE_COUNT,8759,2020-06-26
45-64,MN,HOSPITALIZED_COUNT,2427,2020-06-26
45-64,MN,DEATH_COUNT,367,2020-06-26
45-64,MN,CASE_RATE,2281.88,2020-06-26
45-64,MN,HOSPITALIZED_RATE,632.28,2020-06-26
45-64,MN,DEATH_RATE,95.61,2020-06-26
45-64,QN,CASE_COUNT,24500,2020-06-26
45-64,QN,HOSPITALIZED_COUNT,6078,2020-06-26
45-64,QN,DEATH_COUNT,1315,2020-06-26
45-64,QN,CASE_RATE,4018.78,2020-06-26
45-64,QN,HOSPITALIZED_RATE,996.99,2020-06-26
45-64,QN,DEATH_RATE,215.7,2020-06-26
45-64,SI,CASE_COUNT,5302,2020-06-26
45-64,SI,HOSPITALIZED_COUNT,829,2020-06-26
45-64,SI,DEATH_COUNT,178,2020-06-26
45-64,SI,CASE_RATE,4035.22,2020-06-26
45-64,SI,HOSPITALIZED_RATE,630.93,2020-06-26
45-64,SI,DEATH_RATE,135.47,2020-06-26
65-74,BK,CASE_COUNT,8054,2020-06-26
65-74,BK,HOSPITALIZED_COUNT,3553,2020-06-26
65-74,BK,DEATH_COUNT,1377,2020-06-26
65-74,BK,CASE_RATE,3940.53,2020-06-26
65-74,BK,HOSPITALIZED_RATE,1738.35,2020-06-26
65-74,BK,DEATH_RATE,673.72,2020-06-26
65-74,BX,CASE_COUNT,5418,2020-06-26
65-74,BX,HOSPITALIZED_COUNT,2641,2020-06-26
65-74,BX,DEATH_COUNT,968,2020-06-26
65-74,BX,CASE_RATE,5311.04,2020-06-26
65-74,BX,HOSPITALIZED_RATE,2588.86,2020-06-26
65-74,BX,DEATH_RATE,948.89,2020-06-26
65-74,MN,CASE_COUNT,3585,2020-06-26
65-74,MN,HOSPITALIZED_COUNT,1791,2020-06-26
65-74,MN,DEATH_COUNT,555,2020-06-26
65-74,MN,CASE_RATE,2449.76,2020-06-26
65-74,MN,HOSPITALIZED_RATE,1223.85,2020-06-26
65-74,MN,DEATH_RATE,379.25,2020-06-26
65-74,QN,CASE_COUNT,7484,2020-06-26
65-74,QN,HOSPITALIZED_COUNT,3559,2020-06-26
65-74,QN,DEATH_COUNT,1326,2020-06-26
65-74,QN,CASE_RATE,3723.59,2020-06-26
65-74,QN,HOSPITALIZED_RATE,1770.74,2020-06-26
65-74,QN,DEATH_RATE,659.74,2020-06-26
65-74,SI,CASE_COUNT,1397,2020-06-26
65-74,SI,HOSPITALIZED_COUNT,500,2020-06-26
65-74,SI,DEATH_COUNT,198,2020-06-26
65-74,SI,CASE_RATE,3078.11,2020-06-26
65-74,SI,HOSPITALIZED_RATE,1101.69,2020-06-26
65-74,SI,DEATH_RATE,436.27,2020-06-26
75+,BK,CASE_COUNT,7284,2020-06-26
75+,BK,HOSPITALIZED_COUNT,4327,2020-06-26
75+,BK,DEATH_COUNT,2571,2020-06-26
75+,BK,CASE_RATE,4703.69,2020-06-26
75+,BK,HOSPITALIZED_RATE,2794.19,2020-06-26
75+,BK,DEATH_RATE,1660.24,2020-06-26
75+,BX,CASE_COUNT,4895,2020-06-26
75+,BX,HOSPITALIZED_COUNT,2997,2020-06-26
75+,BX,DEATH_COUNT,1692,2020-06-26
75+,BX,CASE_RATE,6016.4,2020-06-26
75+,BX,HOSPITALIZED_RATE,3683.58,2020-06-26
75+,BX,DEATH_RATE,2079.62,2020-06-26
75+,MN,CASE_COUNT,4269,2020-06-26
75+,MN,HOSPITALIZED_COUNT,2663,2020-06-26
75+,MN,DEATH_COUNT,1439,2020-06-26
75+,MN,CASE_RATE,3483.16,2020-06-26
75+,MN,HOSPITALIZED_RATE,2172.8,2020-06-26
75+,MN,DEATH_RATE,1174.11,2020-06-26
75+,QN,CASE_COUNT,6948,2020-06-26
75+,QN,HOSPITALIZED_COUNT,4403,2020-06-26
75+,QN,DEATH_COUNT,2482,2020-06-26
75+,QN,CASE_RATE,4438.82,2020-06-26
75+,QN,HOSPITALIZED_RATE,2812.92,2020-06-26
75+,QN,DEATH_RATE,1585.66,2020-06-26
75+,SI,CASE_COUNT,1273,2020-06-26
75+,SI,HOSPITALIZED_COUNT,647,2020-06-26
75+,SI,DEATH_COUNT,455,2020-06-26
75+,SI,CASE_RATE,4019.83,2020-06-26
75+,SI,HOSPITALIZED_RATE,2043.07,2020-06-26
75+,SI,DEATH_RATE,1436.78,2020-06-26
Boroughwide,BK,CASE_COUNT,58485,2020-06-26
Boroughwide,BK,HOSPITALIZED_COUNT,15132,2020-06-26
Boroughwide,BK,DEATH_COUNT,5354,2020-06-26
Boroughwide,BK,CASE_RATE,2264.38,2020-06-26
Boroughwide,BK,HOSPITALIZED_RATE,585.87,2020-06-26
Boroughwide,BK,DEATH_RATE,207.29,2020-06-26
Boroughwide,BX,CASE_COUNT,47421,2020-06-26
Boroughwide,BX,HOSPITALIZED_COUNT,12149,2020-06-26
Boroughwide,BX,DEATH_COUNT,3737,2020-06-26
Boroughwide,BX,CASE_RATE,3311.22,2020-06-26
Boroughwide,BX,HOSPITALIZED_RATE,848.32,2020-06-26
Boroughwide,BX,DEATH_RATE,260.94,2020-06-26
Boroughwide,MN,CASE_COUNT,26595,2020-06-26
Boroughwide,MN,HOSPITALIZED_COUNT,8049,2020-06-26
Boroughwide,MN,DEATH_COUNT,2423,2020-06-26
Boroughwide,MN,CASE_RATE,1632.9,2020-06-26
Boroughwide,MN,HOSPITALIZED_RATE,494.2,2020-06-26
Boroughwide,MN,DEATH_RATE,148.77,2020-06-26
Boroughwide,QN,CASE_COUNT,64402,2020-06-26
Boroughwide,QN,HOSPITALIZED_COUNT,16880,2020-06-26
Boroughwide,QN,DEATH_COUNT,5365,2020-06-26
Boroughwide,QN,CASE_RATE,2826.01,2020-06-26
Boroughwide,QN,HOSPITALIZED_RATE,740.71,2020-06-26
Boroughwide,QN,DEATH_RATE,235.42,2020-06-26
Boroughwide,SI,CASE_COUNT,13889,2020-06-26
Boroughwide,SI,HOSPITALIZED_COUNT,2339,2020-06-26
Boroughwide,SI,DEATH_COUNT,861,2020-06-26
Boroughwide,SI,CASE_RATE,2916.76,2020-06-26
Boroughwide,SI,HOSPITALIZED_RATE,491.2,2020-06-26
Boroughwide,SI,DEATH_RATE,180.81,2020-06-26
0-17,BK,CASE_COUNT,1807,2020-06-27
0-17,BK,HOSPITALIZED_COUNT,183,2020-06-27
0-17,BK,DEATH_COUNT,4,2020-06-27
0-17,BK,CASE_RATE,309.88,2020-06-27
0-17,BK,HOSPITALIZED_RATE,31.38,2020-06-27
0-17,BK,DEATH_RATE,0.69,2020-06-27
0-17,BX,CASE_COUNT,1688,2020-06-27
0-17,BX,HOSPITALIZED_COUNT,159,2020-06-27
0-17,BX,DEATH_COUNT,5,2020-06-27
