group,boro,outcome,count,day
65-74,MN,HOSPITALIZED_RATE,1227.95,2020-07-10
65-74,MN,DEATH_RATE,387.45,2020-07-10
65-74,QN,CASE_COUNT,7564,2020-07-10
65-74,QN,HOSPITALIZED_COUNT,3590,2020-07-10
65-74,QN,DEATH_COUNT,1445,2020-07-10
65-74,QN,CASE_RATE,3763.39,2020-07-10
65-74,QN,HOSPITALIZED_RATE,1786.17,2020-07-10
65-74,QN,DEATH_RATE,718.94,2020-07-10
65-74,SI,CASE_COUNT,1412,2020-07-10
65-74,SI,HOSPITALIZED_COUNT,504,2020-07-10
65-74,SI,DEATH_COUNT,203,2020-07-10
65-74,SI,CASE_RATE,3111.16,2020-07-10
65-74,SI,HOSPITALIZED_RATE,1110.5,2020-07-10
65-74,SI,DEATH_RATE,447.28,2020-07-10
75+,BK,CASE_COUNT,7395,2020-07-10
75+,BK,HOSPITALIZED_COUNT,4418,2020-07-10
75+,BK,DEATH_COUNT,2677,2020-07-10
75+,BK,CASE_RATE,4775.37,2020-07-10
75+,BK,HOSPITALIZED_RATE,2852.95,2020-07-10
75+,BK,DEATH_RATE,1728.69,2020-07-10
75+,BX,CASE_COUNT,4977,2020-07-10
75+,BX,HOSPITALIZED_COUNT,3037,2020-07-10
75+,BX,DEATH_COUNT,1753,2020-07-10
75+,BX,CASE_RATE,6117.18,2020-07-10
75+,BX,HOSPITALIZED_RATE,3732.75,2020-07-10
75+,BX,DEATH_RATE,2154.59,2020-07-10
75+,MN,CASE_COUNT,4292,2020-07-10
75+,MN,HOSPITALIZED_COUNT,2667,2020-07-10
75+,MN,DEATH_COUNT,1467,2020-07-10
75+,MN,CASE_RATE,3501.93,2020-07-10
75+,MN,HOSPITALIZED_RATE,2176.06,2020-07-10
75+,MN,DEATH_RATE,1196.95,2020-07-10
75+,QN,CASE_COUNT,7028,2020-07-10
75+,QN,HOSPITALIZED_COUNT,4445,2020-07-10
75+,QN,DEATH_COUNT,2745,2020-07-10
75+,QN,CASE_RATE,4489.93,2020-07-10
75+,QN,HOSPITALIZED_RATE,2839.75,2020-07-10
75+,QN,DEATH_RATE,1753.68,2020-07-10
75+,SI,CASE_COUNT,1289,2020-07-10
75+,SI,HOSPITALIZED_COUNT,654,2020-07-10
75+,SI,DEATH_COUNT,469,2020-07-10
75+,SI,CASE_RATE,4070.35,2020-07-10
75+,SI,HOSPITALIZED_RATE,2065.18,2020-07-10
75+,SI,DEATH_RATE,1480.99,2020-07-10
Boroughwide,BK,CASE_COUNT,59851,2020-07-10
Boroughwide,BK,HOSPITALIZED_COUNT,15503,2020-07-10
Boroughwide,BK,DEATH_COUNT,5548,2020-07-10
Boroughwide,BK,CASE_RATE,2317.26,2020-07-10
Boroughwide,BK,HOSPITALIZED_RATE,600.23,2020-07-10
Boroughwide,BK,DEATH_RATE,214.8,2020-07-10
Boroughwide,BX,CASE_COUNT,48246,2020-07-10
Boroughwide,BX,HOSPITALIZED_COUNT,12329,2020-07-10
Boroughwide,BX,DEATH_COUNT,3858,2020-07-10
Boroughwide,BX,CASE_RATE,3368.82,2020-07-10
Boroughwide,BX,HOSPITALIZED_RATE,860.88,2020-07-10
Boroughwide,BX,DEATH_RATE,269.39,2020-07-10
Boroughwide,MN,CASE_COUNT,27330,2020-07-10
Boroughwide,MN,HOSPITALIZED_COUNT,8084,2020-07-10
Boroughwide,MN,DEATH_COUNT,2472,2020-07-10
Boroughwide,MN,CASE_RATE,1678.02,2020-07-10
Boroughwide,MN,HOSPITALIZED_RATE,496.35,2020-07-10
Boroughwide,MN,DEATH_RATE,151.78,2020-07-10
Boroughwide,QN,CASE_COUNT,65581,2020-07-10
Boroughwide,QN,HOSPITALIZED_COUNT,17062,2020-07-10
Boroughwide,QN,DEATH_COUNT,5875,2020-07-10
Boroughwide,QN,CASE_RATE,2877.74,2020-07-10
Boroughwide,QN,HOSPITALIZED_RATE,748.69,2020-07-10
Boroughwide,QN,DEATH_RATE,257.8,2020-07-10
Boroughwide,SI,CASE_COUNT,14129,2020-07-10
Boroughwide,SI,HOSPITALIZED_COUNT,2364,2020-07-10
Boroughwide,SI,DEATH_COUNT,887,2020-07-10
Boroughwide,SI,CASE_RATE,2967.16,2020-07-10
Boroughwide,SI,HOSPITALIZED_RATE,496.45,2020-07-10
Boroughwide,SI,DEATH_RATE,186.27,2020-07-10
0-17,BK,CASE_COUNT,1915,2020-07-11
0-17,BK,HOSPITALIZED_COUNT,188,2020-07-11
0-17,BK,DEATH_COUNT,5,2020-07-11
0-17,BK,CASE_RATE,328.41,2020-07-11
0-17,BK,HOSPITALIZED_RATE,32.24,2020-07-11
0-17,BK,DEATH_RATE,0.86,2020-07-11
0-17,BX,CASE_COUNT,1743,2020-07-11
0-17,BX,HOSPITALIZED_COUNT,167,2020-07-11
0-17,BX,DEATH_COUNT,5,2020-07-11
0-17,BX,CASE_RATE,493.96,2020-07-11
0-17,BX,HOSPITALIZED_RATE,47.33,2020-07-11
0-17,BX,DEATH_RATE,1.42,2020-07-11
0-17,MN,CASE_COUNT,499,2020-07-11
0-17,MN,HOSPITALIZED_COUNT,68,2020-07-11
0-17,MN,DEATH_COUNT,1,2020-07-11
0-17,MN,CASE_RATE,214.6,2020-07-11
0-17,MN,HOSPITALIZED_RATE,29.24,2020-07-11
0-17,MN,DEATH_RATE,0.43,2020-07-11
0-17,QN,CASE_COUNT,1617,2020-07-11
0-17,QN,HOSPITALIZED_COUNT,117,2020-07-11
0-17,QN,DEATH_COUNT,2,2020-07-11
0-17,QN,CASE_RATE,355.39,2020-07-11
0-17,QN,HOSPITALIZED_RATE,25.71,2020-07-11
0-17,QN,DEATH_RATE,0.44,2020-07-11
0-17,SI,CASE_COUNT,429,2020-07-11
0-17,SI,HOSPITALIZED_COUNT,26,2020-07-11
0-17,SI,DEATH_COUNT,0,2020-07-11
0-17,SI,CASE_RATE,414.82,2020-07-11
0-17,SI,HOSPITALIZED_RATE,25.14,2020-07-11
0-17,SI,DEATH_RATE,0,2020-07-11
18-44,BK,CASE_COUNT,21746,2020-07-11
18-44,BK,HOSPITALIZED_COUNT,2438,2020-07-11
18-44,BK,DEATH_COUNT,208,2020-07-11
18-44,BK,CASE_RATE,2072,2020-07-11
18-44,BK,HOSPITALIZED_RATE,232.3,2020-07-11
18-44,BK,DEATH_RATE,19.82,2020-07-11
18-44,BX,CASE_COUNT,18013,2020-07-11
18-44,BX,HOSPITALIZED_COUNT,2177,2020-07-11
18-44,BX,DEATH_COUNT,165,2020-07-11
18-44,BX,CASE_RATE,3241.67,2020-07-11
18-44,BX,HOSPITALIZED_RATE,391.78,2020-07-11
18-44,BX,DEATH_RATE,29.69,2020-07-11
18-44,MN,CASE_COUNT,9913,2020-07-11
18-44,MN,HOSPITALIZED_COUNT,1122,2020-07-11
18-44,MN,DEATH_COUNT,64,2020-07-11
18-44,MN,CASE_RATE,1333.42,2020-07-11
18-44,MN,HOSPITALIZED_RATE,150.92,2020-07-11
18-44,MN,DEATH_RATE,8.61,2020-07-11
18-44,QN,CASE_COUNT,24473,2020-07-11
18-44,QN,HOSPITALIZED_COUNT,2783,2020-07-11
18-44,QN,DEATH_COUNT,250,2020-07-11
18-44,QN,CASE_RATE,2856.46,2020-07-11
18-44,QN,HOSPITALIZED_RATE,324.83,2020-07-11
18-44,QN,DEATH_RATE,29.18,2020-07-11
18-44,SI,CASE_COUNT,5634,2020-07-11
18-44,SI,HOSPITALIZED_COUNT,343,2020-07-11
18-44,SI,DEATH_COUNT,31,2020-07-11
18-44,SI,CASE_RATE,3428.8,2020-07-11
18-44,SI,HOSPITALIZED_RATE,208.75,2020-07-11
18-44,SI,DEATH_RATE,18.87,2020-07-11
45-64,BK,CASE_COUNT,20595,2020-07-11
45-64,BK,HOSPITALIZED_COUNT,4848,2020-07-11
45-64,BK,DEATH_COUNT,1244,2020-07-11
45-64,BK,CASE_RATE,3485.1,2020-07-11
45-64,BK,HOSPITALIZED_RATE,820.38,2020-07-11
45-64,BK,DEATH_RATE,210.51,2020-07-11
45-64,BX,CASE_COUNT,17905,2020-07-11
45-64,BX,HOSPITALIZED_COUNT,4279,2020-07-11
45-64,BX,DEATH_COUNT,933,2020-07-11
45-64,BX,CASE_RATE,5262.74,2020-07-11
45-64,BX,HOSPITALIZED_RATE,1257.71,2020-07-11
45-64,BX,DEATH_RATE,274.23,2020-07-11
45-64,MN,CASE_COUNT,8961,2020-07-11
45-64,MN,HOSPITALIZED_COUNT,2431,2020-07-11
45-64,MN,DEATH_COUNT,374,2020-07-11
45-64,MN,CASE_RATE,2334.51,2020-07-11
45-64,MN,HOSPITALIZED_RATE,633.32,2020-07-11
45-64,MN,DEATH_RATE,97.43,2020-07-11
45-64,QN,CASE_COUNT,24877,2020-07-11
45-64,QN,HOSPITALIZED_COUNT,6133,2020-07-11
45-64,QN,DEATH_COUNT,1429,2020-07-11
45-64,QN,CASE_RATE,4080.62,2020-07-11
45-64,QN,HOSPITALIZED_RATE,1006.01,2020-07-11
45-64,QN,DEATH_RATE,234.4,2020-07-11
45-64,SI,CASE_COUNT,5380,2020-07-11
45-64,SI,HOSPITALIZED_COUNT,836,2020-07-11
45-64,SI,DEATH_COUNT,184,2020-07-11
45-64,SI,CASE_RATE,4094.59,2020-07-11
45-64,SI,HOSPITALIZED_RATE,636.26,2020-07-11
45-64,SI,DEATH_RATE,140.04,2020-07-11
65-74,BK,CASE_COUNT,8170,2020-07-11
65-74,BK,HOSPITALIZED_COUNT,3620,2020-07-11
65-74,BK,DEATH_COUNT,1417,2020-07-11
65-74,BK,CASE_RATE,3997.28,2020-07-11
65-74,BK,HOSPITALIZED_RATE,1771.13,2020-07-11
65-74,BK,DEATH_RATE,693.29,2020-07-11
65-74,BX,CASE_COUNT,5513,2020-07-11
65-74,BX,HOSPITALIZED_COUNT,2680,2020-07-11
65-74,BX,DEATH_COUNT,1001,2020-07-11
65-74,BX,CASE_RATE,5404.16,2020-07-11
65-74,BX,HOSPITALIZED_RATE,2627.09,2020-07-11
65-74,BX,DEATH_RATE,981.24,2020-07-11
65-74,MN,CASE_COUNT,3638,2020-07-11
65-74,MN,HOSPITALIZED_COUNT,1798,2020-07-11
65-74,MN,DEATH_COUNT,568,2020-07-11
65-74,MN,CASE_RATE,2485.97,2020-07-11
65-74,MN,HOSPITALIZED_RATE,1228.64,2020-07-11
65-74,MN,DEATH_RATE,388.13,2020-07-11
65-74,QN,CASE_COUNT,7567,2020-07-11
65-74,QN,HOSPITALIZED_COUNT,3590,2020-07-11
65-74,QN,DEATH_COUNT,1447,2020-07-11
65-74,QN,CASE_RATE,3764.88,2020-07-11
65-74,QN,HOSPITALIZED_RATE,1786.17,2020-07-11
65-74,QN,DEATH_RATE,719.94,2020-07-11
65-74,SI,CASE_COUNT,1412,2020-07-11
65-74,SI,HOSPITALIZED_COUNT,504,2020-07-11
65-74,SI,DEATH_COUNT,204,2020-07-11
65-74,SI,CASE_RATE,3111.16,2020-07-11
65-74,SI,HOSPITALIZED_RATE,1110.5,2020-07-11
65-74,SI,DEATH_RATE,449.49,2020-07-11
75+,BK,CASE_COUNT,7399,2020-07-11
75+,BK,HOSPITALIZED_COUNT,4420,2020-07-11
75+,BK,DEATH_COUNT,2681,2020-07-11
75+,BK,CASE_RATE,4777.96,2020-07-11
75+,BK,HOSPITALIZED_RATE,2854.25,2020-07-11
75+,BK,DEATH_RATE,1731.27,2020-07-11
75+,BX,CASE_COUNT,4981,2020-07-11
75+,BX,HOSPITALIZED_COUNT,3042,2020-07-11
75+,BX,DEATH_COUNT,1755,2020-07-11
75+,BX,CASE_RATE,6122.1,2020-07-11
75+,BX,HOSPITALIZED_RATE,3738.89,2020-07-11
75+,BX,DEATH_RATE,2157.05,2020-07-11
75+,MN,CASE_COUNT,4293,2020-07-11
75+,MN,HOSPITALIZED_COUNT,2668,2020-07-11
75+,MN,DEATH_COUNT,1469,2020-07-11
75+,MN,CASE_RATE,3502.75,2020-07-11
75+,MN,HOSPITALIZED_RATE,2176.88,2020-07-11
75+,MN,DEATH_RATE,1198.59,2020-07-11
75+,QN,CASE_COUNT,7030,2020-07-11
75+,QN,HOSPITALIZED_COUNT,4450,2020-07-11
75+,QN,DEATH_COUNT,2747,2020-07-11
75+,QN,CASE_RATE,4491.21,2020-07-11
75+,QN,HOSPITALIZED_RATE,2842.94,2020-07-11
75+,QN,DEATH_RATE,1754.96,2020-07-11
75+,SI,CASE_COUNT,1290,2020-07-11
75+,SI,HOSPITALIZED_COUNT,655,2020-07-11
75+,SI,DEATH_COUNT,469,2020-07-11
75+,SI,CASE_RATE,4073.51,2020-07-11
75+,SI,HOSPITALIZED_RATE,2068.33,2020-07-11
75+,SI,DEATH_RATE,1480.99,2020-07-11
Boroughwide,BK,CASE_COUNT,59946,2020-07-11
Boroughwide,BK,HOSPITALIZED_COUNT,15514,2020-07-11
Boroughwide,BK,DEATH_COUNT,5555,2020-07-11
Boroughwide,BK,CASE_RATE,2320.94,2020-07-11
Boroughwide,BK,HOSPITALIZED_RATE,600.66,2020-07-11
Boroughwide,BK,DEATH_RATE,215.07,2020-07-11
Boroughwide,BX,CASE_COUNT,48318,2020-07-11
Boroughwide,BX,HOSPITALIZED_COUNT,12345,2020-07-11
Boroughwide,BX,DEATH_COUNT,3859,2020-07-11
Boroughwide,BX,CASE_RATE,3373.85,2020-07-11
Boroughwide,BX,HOSPITALIZED_RATE,862,2020-07-11
Boroughwide,BX,DEATH_RATE,269.46,2020-07-11
Boroughwide,MN,CASE_COUNT,27394,2020-07-11
Boroughwide,MN,HOSPITALIZED_COUNT,8088,2020-07-11
Boroughwide,MN,DEATH_COUNT,2476,2020-07-11
Boroughwide,MN,CASE_RATE,1681.95,2020-07-11
Boroughwide,MN,HOSPITALIZED_RATE,496.59,2020-07-11
Boroughwide,MN,DEATH_RATE,152.02,2020-07-11
Boroughwide,QN,CASE_COUNT,65659,2020-07-11
Boroughwide,QN,HOSPITALIZED_COUNT,17074,2020-07-11
Boroughwide,QN,DEATH_COUNT,5876,2020-07-11
Boroughwide,QN,CASE_RATE,2881.16,2020-07-11
Boroughwide,QN,HOSPITALIZED_RATE,749.22,2020-07-11
Boroughwide,QN,DEATH_RATE,257.84,2020-07-11
Boroughwide,SI,CASE_COUNT,14153,2020-07-11
Boroughwide,SI,HOSPITALIZED_COUNT,2364,2020-07-11
Boroughwide,SI,DEATH_COUNT,888,2020-07-11
Boroughwide,SI,CASE_RATE,2972.2,2020-07-11
Boroughwide,SI,HOSPITALIZED_RATE,496.45,2020-07-11
Boroughwide,SI,DEATH_RATE,186.48,2020-07-11
0-17,BK,CASE_COUNT,1922,2020-07-12
0-17,BK,HOSPITALIZED_COUNT,190,2020-07-12
0-17,BK,DEATH_COUNT,5,2020-07-12
0-17,BK,CASE_RATE,329.61,2020-07-12
0-17,BK,HOSPITALIZED_RATE,32.58,2020-07-12
0-17,BK,DEATH_RATE,0.86,2020-07-12
0-17,BX,CASE_COUNT,1746,2020-07-12
0-17,BX,HOSPITALIZED_COUNT,167,2020-07-12
0-17,BX,DEATH_COUNT,5,2020-07-12
0-17,BX,CASE_RATE,494.81,2020-07-12
0-17,BX,HOSPITALIZED_RATE,47.33,2020-07-12
0-17,BX,DEATH_RATE,1.42,2020-07-12
0-17,MN,CASE_COUNT,500,2020-07-12
0-17,MN,HOSPITALIZED_COUNT,68,2020-07-12
0-17,MN,DEATH_COUNT,1,2020-07-12
0-17,MN,CASE_RATE,215.03,2020-07-12
0-17,MN,HOSPITALIZED_RATE,29.24,2020-07-12
0-17,MN,DEATH_RATE,0.43,2020-07-12
0-17,QN,CASE_COUNT,1624,2020-07-12
0-17,QN,HOSPITALIZED_COUNT,118,2020-07-12
0-17,QN,DEATH_COUNT,2,2020-07-12
0-17,QN,CASE_RATE,356.93,2020-07-12
0-17,QN,HOSPITALIZED_RATE,25.93,2020-07-12
0-17,QN,DEATH_RATE,0.44,2020-07-12
0-17,SI,CASE_COUNT,429,2020-07-12
0-17,SI,HOSPITALIZED_COUNT,26,2020-07-12
0-17,SI,DEATH_COUNT,0,2020-07-12
0-17,SI,CASE_RATE,414.82,2020-07-12
0-17,SI,HOSPITALIZED_RATE,25.14,2020-07-12
0-17,SI,DEATH_RATE,0,2020-07-12
18-44,BK,CASE_COUNT,21809,2020-07-12
18-44,BK,HOSPITALIZED_COUNT,2439,2020-07-12
18-44,BK,DEATH_COUNT,208,2020-07-12
18-44,BK,CASE_RATE,2078,2020-07-12
18-44,BK,HOSPITALIZED_RATE,232.39,2020-07-12
18-44,BK,DEATH_RATE,19.82,2020-07-12
18-44,BX,CASE_COUNT,18043,2020-07-12
18-44,BX,HOSPITALIZED_COUNT,2183,2020-07-12
18-44,BX,DEATH_COUNT,165,2020-07-12
18-44,BX,CASE_RATE,3247.07,2020-07-12
18-44,BX,HOSPITALIZED_RATE,392.86,2020-07-12
18-44,BX,DEATH_RATE,29.69,2020-07-12
18-44,MN,CASE_COUNT,9952,2020-07-12
18-44,MN,HOSPITALIZED_COUNT,1124,2020-07-12
18-44,MN,DEATH_COUNT,64,2020-07-12
18-44,MN,CASE_RATE,1338.67,2020-07-12
18-44,MN,HOSPITALIZED_RATE,151.19,2020-07-12
18-44,MN,DEATH_RATE,8.61,2020-07-12
18-44,QN,CASE_COUNT,24517,2020-07-12
18-44,QN,HOSPITALIZED_COUNT,2784,2020-07-12
18-44,QN,DEATH_COUNT,250,2020-07-12
18-44,QN,CASE_RATE,2861.6,2020-07-12
18-44,QN,HOSPITALIZED_RATE,324.95,2020-07-12
18-44,QN,DEATH_RATE,29.18,2020-07-12
18-44,SI,CASE_COUNT,5648,2020-07-12
18-44,SI,HOSPITALIZED_COUNT,343,2020-07-12
18-44,SI,DEATH_COUNT,31,2020-07-12
18-44,SI,CASE_RATE,3437.32,2020-07-12
18-44,SI,HOSPITALIZED_RATE,208.75,2020-07-12
18-44,SI,DEATH_RATE,18.87,2020-07-12
45-64,BK,CASE_COUNT,20614,2020-07-12
45-64,BK,HOSPITALIZED_COUNT,4849,2020-07-12
45-64,BK,DEATH_COUNT,1244,2020-07-12
45-64,BK,CASE_RATE,3488.31,2020-07-12
45-64,BK,HOSPITALIZED_RATE,820.55,2020-07-12
45-64,BK,DEATH_RATE,210.51,2020-07-12
45-64,BX,CASE_COUNT,17923,2020-07-12
45-64,BX,HOSPITALIZED_COUNT,4290,2020-07-12
45-64,BX,DEATH_COUNT,934,2020-07-12
45-64,BX,CASE_RATE,5268.03,2020-07-12
45-64,BX,HOSPITALIZED_RATE,1260.94,2020-07-12
45-64,BX,DEATH_RATE,274.53,2020-07-12
45-64,MN,CASE_COUNT,8981,2020-07-12
45-64,MN,HOSPITALIZED_COUNT,2432,2020-07-12
45-64,MN,DEATH_COUNT,375,2020-07-12
45-64,MN,CASE_RATE,2339.72,2020-07-12
45-64,MN,HOSPITALIZED_RATE,633.58,2020-07-12
45-64,MN,DEATH_RATE,97.69,2020-07-12
45-64,QN,CASE_COUNT,24903,2020-07-12
45-64,QN,HOSPITALIZED_COUNT,6136,2020-07-12
45-64,QN,DEATH_COUNT,1429,2020-07-12
45-64,QN,CASE_RATE,4084.88,2020-07-12
45-64,QN,HOSPITALIZED_RATE,1006.5,2020-07-12
45-64,QN,DEATH_RATE,234.4,2020-07-12
45-64,SI,CASE_COUNT,5386,2020-07-12
45-64,SI,HOSPITALIZED_COUNT,836,2020-07-12
45-64,SI,DEATH_COUNT,184,2020-07-12
45-64,SI,CASE_RATE,4099.15,2020-07-12
45-64,SI,HOSPITALIZED_RATE,636.26,2020-07-12
45-64,SI,DEATH_RATE,140.04,2020-07-12
65-74,BK,CASE_COUNT,8178,2020-07-12
65-74,BK,HOSPITALIZED_COUNT,3621,2020-07-12
65-74,BK,DEATH_COUNT,1417,2020-07-12
65-74,BK,CASE_RATE,4001.19,2020-07-12
65-74,BK,HOSPITALIZED_RATE,1771.62,2020-07-12
65-74,BK,DEATH_RATE,693.29,2020-07-12
65-74,BX,CASE_COUNT,5517,2020-07-12
65-74,BX,HOSPITALIZED_COUNT,2682,2020-07-12
65-74,BX,DEATH_COUNT,1001,2020-07-12
65-74,BX,CASE_RATE,5408.08,2020-07-12
65-74,BX,HOSPITALIZED_RATE,2629.05,2020-07-12
65-74,BX,DEATH_RATE,981.24,2020-07-12
65-74,MN,CASE_COUNT,3639,2020-07-12
65-74,MN,HOSPITALIZED_COUNT,1799,2020-07-12
65-74,MN,DEATH_COUNT,569,2020-07-12
65-74,MN,CASE_RATE,2486.66,2020-07-12
65-74,MN,HOSPITALIZED_RATE,1229.32,2020-07-12
65-74,MN,DEATH_RATE,388.82,2020-07-12
65-74,QN,CASE_COUNT,7571,2020-07-12
65-74,QN,HOSPITALIZED_COUNT,3591,2020-07-12
65-74,QN,DEATH_COUNT,1447,2020-07-12
65-74,QN,CASE_RATE,3766.87,2020-07-12
65-74,QN,HOSPITALIZED_RATE,1786.66,2020-07-12
65-74,QN,DEATH_RATE,719.94,2020-07-12
65-74,SI,CASE_COUNT,1412,2020-07-12
65-74,SI,HOSPITALIZED_COUNT,504,2020-07-12
65-74,SI,DEATH_COUNT,204,2020-07-12
65-74,SI,CASE_RATE,3111.16,2020-07-12
65-74,SI,HOSPITALIZED_RATE,1110.5,2020-07-12
65-74,SI,DEATH_RATE,449.49,2020-07-12
75+,BK,CASE_COUNT,7402,2020-07-12
75+,BK,HOSPITALIZED_COUNT,4420,2020-07-12
75+,BK,DEATH_COUNT,2681,2020-07-12
75+,BK,CASE_RATE,4779.89,2020-07-12
75+,BK,HOSPITALIZED_RATE,2854.25,2020-07-12
75+,BK,DEATH_RATE,1731.27,2020-07-12
75+,BX,CASE_COUNT,4983,2020-07-12
75+,BX,HOSPITALIZED_COUNT,3042,2020-07-12
75+,BX,DEATH_COUNT,1755,2020-07-12
75+,BX,CASE_RATE,6124.56,2020-07-12
75+,BX,HOSPITALIZED_RATE,3738.89,2020-07-12
75+,BX,DEATH_RATE,2157.05,2020-07-12
75+,MN,CASE_COUNT,4296,2020-07-12
75+,MN,HOSPITALIZED_COUNT,2668,2020-07-12
75+,MN,DEATH_COUNT,1469,2020-07-12
75+,MN,CASE_RATE,3505.19,2020-07-12
75+,MN,HOSPITALIZED_RATE,2176.88,2020-07-12
75+,MN,DEATH_RATE,1198.59,2020-07-12
75+,QN,CASE_COUNT,7035,2020-07-12
75+,QN,HOSPITALIZED_COUNT,4452,2020-07-12
75+,QN,DEATH_COUNT,2747,2020-07-12
75+,QN,CASE_RATE,4494.4,2020-07-12
75+,QN,HOSPITALIZED_RATE,2844.22,2020-07-12
75+,QN,DEATH_RATE,1754.96,2020-07-12
75+,SI,CASE_COUNT,1290,2020-07-12
75+,SI,HOSPITALIZED_COUNT,655,2020-07-12
75+,SI,DEATH_COUNT,469,2020-07-12
75+,SI,CASE_RATE,4073.51,2020-07-12
75+,SI,HOSPITALIZED_RATE,2068.33,2020-07-12
75+,SI,DEATH_RATE,1480.99,2020-07-12
Boroughwide,BK,CASE_COUNT,60045,2020-07-12
Boroughwide,BK,HOSPITALIZED_COUNT,15519,2020-07-12
Boroughwide,BK,DEATH_COUNT,5555,2020-07-12
Boroughwide,BK,CASE_RATE,2324.78,2020-07-12
Boroughwide,BK,HOSPITALIZED_RATE,600.85,2020-07-12
Boroughwide,BK,DEATH_RATE,215.07,2020-07-12
Boroughwide,BX,CASE_COUNT,48375,2020-07-12
Boroughwide,BX,HOSPITALIZED_COUNT,12364,2020-07-12
Boroughwide,BX,DEATH_COUNT,3860,2020-07-12
Boroughwide,BX,CASE_RATE,3377.83,2020-07-12
Boroughwide,BX,HOSPITALIZED_RATE,863.33,2020-07-12
Boroughwide,BX,DEATH_RATE,269.53,2020-07-12
Boroughwide,MN,CASE_COUNT,27458,2020-07-12
Boroughwide,MN,HOSPITALIZED_COUNT,8092,2020-07-12
Boroughwide,MN,DEATH_COUNT,2478,2020-07-12
Boroughwide,MN,CASE_RATE,1685.88,2020-07-12
Boroughwide,MN,HOSPITALIZED_RATE,496.84,2020-07-12
Boroughwide,MN,DEATH_RATE,152.15,2020-07-12
Boroughwide,QN,CASE_COUNT,65745,2020-07-12
Boroughwide,QN,HOSPITALIZED_COUNT,17082,2020-07-12
Boroughwide,QN,DEATH_COUNT,5876,2020-07-12
Boroughwide,QN,CASE_RATE,2884.94,2020-07-12
Boroughwide,QN,HOSPITALIZED_RATE,749.57,2020-07-12
Boroughwide,QN,DEATH_RATE,257.84,2020-07-12
Boroughwide,SI,CASE_COUNT,14173,2020-07-12
Boroughwide,SI,HOSPITALIZED_COUNT,2364,2020-07-12
Boroughwide,SI,DEATH_COUNT,888,2020-07-12
Boroughwide,SI,CASE_RATE,2976.4,2020-07-12
Boroughwide,SI,HOSPITALIZED_RATE,496.45,2020-07-12
Boroughwide,SI,DEATH_RATE,186.48,2020-07-12
0-17,BK,CASE_COUNT,1926,2020-07-13
0-17,BK,HOSPITALIZED_COUNT,191,2020-07-13
0-17,BK,DEATH_COUNT,5,2020-07-13
0-17,BK,CASE_RATE,330.29,2020-07-13
0-17,BK,HOSPITALIZED_RATE,32.75,2020-07-13
0-17,BK,DEATH_RATE,0.86,2020-07-13
0-17,BX,CASE_COUNT,1749,2020-07-13
0-17,BX,HOSPITALIZED_COUNT,167,2020-07-13
0-17,BX,DEATH_COUNT,5,2020-07-13
0-17,BX,CASE_RATE,495.66,2020-07-13
0-17,BX,HOSPITALIZED_RATE,47.33,2020-07-13
0-17,BX,DEATH_RATE,1.42,2020-07-13
0-17,MN,CASE_COUNT,501,2020-07-13
0-17,MN,HOSPITALIZED_COUNT,68,2020-07-13
0-17,MN,DEATH_COUNT,1,2020-07-13
0-17,MN,CASE_RATE,215.46,2020-07-13
0-17,MN,HOSPITALIZED_RATE,29.24,2020-07-13
0-17,MN,DEATH_RATE,0.43,2020-07-13
0-17,QN,CASE_COUNT,1625,2020-07-13
0-17,QN,HOSPITALIZED_COUNT,118,2020-07-13
0-17,QN,DEATH_COUNT,2,2020-07-13
0-17,QN,CASE_RATE,357.15,2020-07-13
0-17,QN,HOSPITALIZED_RATE,25.93,2020-07-13
0-17,QN,DEATH_RATE,0.44,2020-07-13
0-17,SI,CASE_COUNT,431,2020-07-13
0-17,SI,HOSPITALIZED_COUNT,26,2020-07-13
0-17,SI,DEATH_COUNT,0,2020-07-13
0-17,SI,CASE_RATE,416.75,2020-07-13
0-17,SI,HOSPITALIZED_RATE,25.14,2020-07-13
0-17,SI,DEATH_RATE,0,2020-07-13
18-44,BK,CASE_COUNT,21852,2020-07-13
18-44,BK,HOSPITALIZED_COUNT,2440,2020-07-13
18-44,BK,DEATH_COUNT,209,2020-07-13
18-44,BK,CASE_RATE,2082.1,2020-07-13
18-44,BK,HOSPITALIZED_RATE,232.49,2020-07-13
18-44,BK,DEATH_RATE,19.91,2020-07-13
18-44,BX,CASE_COUNT,18068,2020-07-13
18-44,BX,HOSPITALIZED_COUNT,2186,2020-07-13
18-44,BX,DEATH_COUNT,166,2020-07-13
18-44,BX,CASE_RATE,3251.57,2020-07-13
18-44,BX,HOSPITALIZED_RATE,393.4,2020-07-13
18-44,BX,DEATH_RATE,29.87,2020-07-13
18-44,MN,CASE_COUNT,10002,2020-07-13
18-44,MN,HOSPITALIZED_COUNT,1123,2020-07-13
18-44,MN,DEATH_COUNT,64,2020-07-13
18-44,MN,CASE_RATE,1345.4,2020-07-13
18-44,MN,HOSPITALIZED_RATE,151.06,2020-07-13
18-44,MN,DEATH_RATE,8.61,2020-07-13
18-44,QN,CASE_COUNT,24554,2020-07-13
18-44,QN,HOSPITALIZED_COUNT,2788,2020-07-13
18-44,QN,DEATH_COUNT,250,2020-07-13
18-44,QN,CASE_RATE,2865.92,2020-07-13
